name,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,alignment,good,lawful,race,spells,weapons
5b38db,Folk Hero,2018-09-09T23:57:35Z,Wizard 5|Warlock 2,Wizard|Warlock,School of Abjuration|The Archfey,7,Spell Sniper,25,16,8,17,10,18,14,18,Arcana|Investigation|Religion|Insight,Lawful Good,G,L,Human,Fire Bolt*0|Light*0|Dancing Lights*0|Poison Spray*0|Prestidigitation*0|Eldritch Blast*0|Chill Touch*0|Chromatic Orb*1|Magic Missile*1|Shield*1|Mage Armor*1|Thunderwave*1|Protection from Evil and Good*1|Disguise Self*1|Find Familiar*1|Hex*1|Hellish Rebuke*1|Identify*1|Alarm*1|Color Spray*1|Levitate*2|Scorching Ray*2|See Invisibility*2|Mirror Image*2,"Dagger|Crossbow, Light"
a85821,Haunted One,2018-09-04T09:21:39Z,Cleric 1,Cleric,Tempest Domain,1,,10,16,10,16,14,8,16,10,Arcana|Investigation,Chaotic Neutral,N,C,Human,Fog Cloud*1|Thunderwave*1,Mace
e8ccf7,Hermit,2018-09-02T17:16:44Z,Druid 4,Druid,Circle of the Moon,4,,37,14,13,12,16,10,18,8,Nature|Religion|Medicine|Perception,,N/A,N/A,Dwarf,Guidance*0,Club
38ca26,Criminal,2018-08-11T23:34:34Z,Rogue 10,Rogue,Swashbuckler,10,Elven Accuracy|Alert,90,16,14,20,14,11,14,17,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion,,N/A,N/A,Elf,,Rapier|Shortbow|Dagger
8c16b5,Criminal,2018-06-15T00:19:11Z,Monk 2,Monk,,2,,20,15,8,17,14,10,14,14,Athletics|Acrobatics|Sleight of Hand|Stealth|Deception,Chaotic Neutral,N,C,Half-Elf,,Unarmed Strike
0e278c,Entertainer,2018-09-08T13:02:17Z,Bard 3|Rogue 2|Fighter 5,Bard|Rogue|Fighter,College of Lore||Purple Dragon Knight,10,Weapon Master|Dual Wielder,97,17,12,20,14,10,11,17,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Deception|Intimidation|Performance|Persuasion,,N/A,N/A,Human,Blade Ward*0|Vicious Mockery*0|Charm Person*1|Sleep*1|Disguise Self*1|Cure Wounds*1|Hold Person*2|Invisibility*2,Scimitar
0af90d,Soldier,2018-08-04T01:43:54Z,Fighter 14,Fighter,Purple Dragon Knight,14,Charger|Tough|Mobile|Alert,158,19,20,13,16,10,11,12,Athletics|Perception|Survival|Intimidation|Persuasion,,N/A,N/A,Human,,War pick|Handaxe
70627d,Entertainer,2018-09-03T23:28:17Z,Monk 7,Monk,Way of Shadow,7,,52,17,8,18,14,8,16,12,Athletics|Acrobatics|Stealth|Perception|Performance,,N/A,N/A,Elf,,Quarterstaff|Dart|Unarmed Strike
373e16,City Watch,2018-08-15T02:03:17Z,Fighter 4,Fighter,Battle Master,4,,33,17,16,12,11,11,11,15,Athletics|Insight|Survival|Intimidation,,N/A,N/A,Halfling,,Greataxe|Handaxe
ec35a6,Hermit,2018-08-15T01:40:47Z,Druid 4,Druid,Circle of the Moon,4,,36,15,16,14,16,12,18,13,Religion|Animal Handling|Medicine|Perception|Intimidation,,N/A,N/A,Half-Orc,,Scimitar
1f8dfb,Haunted One,2018-09-01T01:51:04Z,Ranger 7,Ranger,Monster Slayer,7,,79,14,16,16,14,15,15,15,Athletics|Stealth|Investigation|Insight|Survival,,N/A,N/A,Human,Protection from Evil and Good*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1|Zone of Truth*2,Sickle|Quarterstaff|Longbow|Shortsword|Battleaxe
d5bc2c,Soldier,2018-09-01T02:01:58Z,Paladin 7,Paladin,Oath of Ancients,7,Savage Attacker,88,21,19,16,16,16,13,14,Athletics|Medicine|Intimidation,,N/A,N/A,Human,Mage Hand*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2,"Longsword|Javelin|Crossbow, Heavy"
47a309,Sage,2018-08-15T01:41:47Z,Sorcerer 7,Sorcerer,Wild Magic,7,,52,12,12,14,14,12,12,16,Arcana|History|Insight|Persuasion,Chaotic Neutral,N,C,Tiefling,Poison Spray*0|Fire Bolt*0|Prestidigitation*0|Levitate*2,"Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light"
d97cd6,Outlander,2018-08-05T00:33:43Z,Druid 1,Druid,,1,,8,12,10,13,11,15,15,11,Athletics|Nature|Animal Handling|Perception|Survival,Neutral Good,G,N,Elf,,"Crossbow, Light|Scimitar"
918d90,Hermit,2018-08-05T00:37:27Z,Warlock 1,Warlock,The Great Old One,1,,9,12,8,12,13,13,13,17,History|Investigation|Religion|Medicine,Neutral Good,G,N,Tiefling,Blade Ward*0|Eldritch Blast*0|Thaumaturgy*0|Expeditious Retreat*1|Charm Person*1|Dissonant Whispers*1|TashaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Hideous Laughter*1,Quarterstaff|Spear|Dagger
3c799c,Knight,2018-07-30T16:58:18Z,Paladin 2|Wizard 11,Paladin|Wizard,School of Conjuration,13,,72,18,16,11,13,18,10,13,Arcana|Religion|Insight|Persuasion,Lawful Neutral,N,L,Dragonborn,Fire Bolt*0|Prestidigitation*0|Toll the Dead*0|Sword Burst*0|Green-Flame Blade*0|Absorb Elements*1|Detect Magic*1|Find Familiar*1|Magic Missile*1|Shield*1|TenserÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Floating Disk*1|Unseen Servant*1|DragonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|LeomundÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Tiny Hut*3|Lightning Bolt*3|Phantom Steed*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Far Step*5|Steel Wind Strike*5|Telekinesis*5|TenserÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Transformation*6,Greatsword|Javelin
3778bb,Noble,2018-07-27T01:44:11Z,Warlock 10,Warlock,The Hexblade,10,,73,18,10,16,14,11,10,18,Arcana|History|Investigation|Persuasion,True Neutral,N,N,Tiefling,Mage Hand*0|Eldritch Blast*0|Toll the Dead*0|Chill Touch*0|Shield*1|Armor of Agathys*1|Hellish Rebuke*1|Unseen Servant*1|Arcane Lock*2|Misty Step*2|Mirror Image*2|Gaseous Form*3|Shadow of Moil*4|Sickening Radiance*4|Negative Energy Flood*5|Far Step*5,"Crossbow, Light|Dagger|Rapier"
47b0b4,Soldier,2018-08-21T19:55:09Z,Fighter 1,Fighter,,1,Sharpshooter,11,16,14,15,12,10,10,13,Athletics|Acrobatics|Stealth|Perception|Intimidation,,N/A,N/A,Human,,Longbow|Glaive|Handaxe
9368d0,Knight,2018-08-22T22:25:49Z,Fighter 15,Fighter,Battle Master,15,Great Weapon Master,225,16,20,14,20,15,14,13,History|Animal Handling|Insight|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,"Greatsword|Whip|Crossbow, Light"
1fdc2b,Entertainer,2018-08-08T00:36:50Z,Bard 12|Fighter 7|Rogue 1,Bard|Fighter|Rogue,College of Lore|Arcane Archer|,20,Elven Accuracy|Sharpshooter|Observant|Actor,214,16,14,20,14,17,16,21,Acrobatics|Sleight of Hand|Stealth|Arcana|History|Nature|Perception|Deception|Performance|Persuasion,,N/A,N/A,Half-Elf,,Rapier|Dagger|Longbow
d4ab24,Haunted One,2018-08-22T22:35:47Z,Cleric 6,Cleric,Grave Domain,6,,60,15,11,14,14,13,18,13,Sleight of Hand|Arcana|Religion|Medicine|Deception|Persuasion,,N/A,N/A,Kenku,Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3,Mace|Sickle
88123e,Barbarian Tribe Member,2018-09-07T22:51:30Z,Ranger 7,Ranger,Hunter,7,Wood Elf Magic,69,17,12,17,12,12,13,10,Athletics|Stealth|Nature|Animal Handling|Perception|Survival,True Neutral,N,N,Elf,Resistance*0|Hail of Thorns*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Longstrider*1|Cordon Of Arrows*2|Pass Without Trace*2,Handaxe|Longbow
795235,Urchin,2018-08-16T17:38:20Z,Fighter 1,Fighter,,1,,12,15,15,8,14,10,14,14,Sleight of Hand|Stealth|Survival|Intimidation,Chaotic Good,G,C,Tiefling,Friends*0,Battleaxe|Whip|Handaxe
3ad3e9,Soldier,2018-08-19T21:39:00Z,Fighter 1,Fighter,,1,,12,13,17,11,15,13,14,13,Athletics|Insight|Perception|Intimidation,Lawful Good,G,L,,,Longsword
088313,Soldier,2018-08-14T06:39:34Z,Fighter 7,Fighter,Champion,7,Squat Nimbleness,76,18,18,14,14,12,12,9,Athletics|Acrobatics|Insight|Intimidation,,N/A,N/A,Halfling,,"Maul|Longsword|Crossbow, Light"
0b1bf8,Inheritor,2018-05-25T02:19:49Z,Druid 8,Druid,Circle of the Moon,8,Prodigy|War Caster|Resilient,67,13,10,11,16,12,18,16,Athletics|Stealth|Arcana|History|Perception|Survival,,N/A,N/A,Human,,Scimitar
6ebc3d,Outlander,2018-07-26T03:07:23Z,Paladin 7,Paladin,Oath of Devotion,7,,79,18,18,14,14,11,14,18,Athletics|Animal Handling|Perception|Survival,Chaotic Good,G,C,Half-Elf,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Longsword|Warhammer|Quarterstaff|Longbow
47a309,Sage,2018-07-04T01:59:24Z,Sorcerer 1,Sorcerer,Wild Magic,1,,8,11,11,13,14,12,10,16,Arcana|History|Insight|Persuasion,Chaotic Neutral,N,C,Tiefling,,Quarterstaff|Dagger
6ebc3d,Outlander,2018-07-07T21:52:42Z,Paladin 5,Paladin,Oath of Devotion,5,,57,18,18,14,14,11,14,18,Athletics|Animal Handling|Perception|Survival,,N/A,N/A,Half-Elf,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Longsword|Warhammer|Quarterstaff|Longbow
47a309,Sage,2018-07-23T19:59:31Z,Sorcerer 4,Sorcerer,Wild Magic,4,,30,12,12,14,14,12,12,16,Arcana|History|Insight|Persuasion,Chaotic Neutral,N,C,Tiefling,Poison Spray*0|Fire Bolt*0|Prestidigitation*0|Mending*0,Quarterstaff|Dagger|Dart|Longbow
6ebc3d,Outlander,2018-07-08T04:44:38Z,Paladin 6,Paladin,Oath of Devotion,6,,67,18,18,14,14,11,14,18,Athletics|Animal Handling|Perception|Survival,Chaotic Good,G,C,Half-Elf,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Longsword|Warhammer|Quarterstaff|Longbow
1f8dfb,Haunted One,2018-07-07T21:54:52Z,Ranger 6,Ranger,Monster Slayer,6,,68,14,16,16,14,15,15,15,Athletics|Stealth|Investigation|Insight|Survival,,N/A,N/A,Human,Protection from Evil and Good*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1|Zone of Truth*2,Sickle|Quarterstaff|Longbow|Shortsword|Battleaxe
398c78,Urchin,2018-07-02T02:25:01Z,Druid 4,Druid,Circle of the Shepherd,4,War Caster,35,12,12,15,16,12,18,14,Sleight of Hand|Stealth|Animal Handling|Insight,,N/A,N/A,Human,,Scimitar
68d2de,Cloistered Scholar,2018-08-06T04:07:09Z,Wizard 1,Wizard,,1,,7,13,8,16,12,16,14,8,Arcana|History|Insight|Medicine|Perception,,N/A,N/A,Elf,,Dagger
976586,Charlatan,2018-07-08T09:43:52Z,Bard 6,Bard,College of Lore,6,,39,14,8,16,12,10,14,18,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Intimidation|Performance|Persuasion,,N/A,N/A,Half-Elf,,Rapier|Dagger
1a61cc,Outlander,2018-08-06T04:06:31Z,Ranger 1,Ranger,,1,,11,16,16,14,12,8,14,11,Athletics|Investigation|Nature|Animal Handling|Survival,,N/A,N/A,Dragonborn,,Shortsword|Longbow
70627d,Entertainer,2018-07-08T09:42:48Z,Monk 6,Monk,Way of Shadow,6,,45,17,8,18,14,8,16,12,Athletics|Acrobatics|Stealth|Perception|Performance,,N/A,N/A,Elf,,Quarterstaff|Dart|Unarmed Strike
b193d6,Noble,2018-08-06T04:05:24Z,Fighter 1,Fighter,,1,,12,16,8,16,15,8,8,17,Acrobatics|History|Intimidation|Persuasion,,N/A,N/A,Tiefling,,"Crossbow, Heavy|Handaxe"
cf5bde,Far Traveler,2018-07-15T10:39:17Z,Cleric 1,Cleric,Grave Domain,1,,10,18,13,16,14,10,18,12,Religion|Insight|Medicine|Perception,,N/A,N/A,Elf,Spare the Dying*0|Bane*1|False Life*1,Shortbow|Shortsword|Dagger
f13e71,"Entertainer, Gladiator Variant",2018-06-14T21:45:46Z,Fighter 1,Fighter,,1,,12,16,12,17,14,8,10,14,Athletics|Acrobatics|Perception|Performance,Lawful Good,G,L,Halfling,,"Shortsword|Crossbow, Light"
ff172c,Sage,2018-05-27T02:34:53Z,Ranger 1,Ranger,,1,,12,15,14,15,14,12,12,10,Athletics|Stealth|Arcana|History|Investigation,True Neutral,N,N,Halfling,,Quarterstaff|Longbow|Dagger
8f4b35,Guild Artisan,2018-05-27T19:52:00Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,13,9,10,15,11,13,18,Insight|Perception|Deception|Intimidation|Persuasion,Chaotic Neutral,N,C,Elf,Fire Bolt*0|Dancing Lights*0|True Strike*0|Chill Touch*0|Message*0|Shield*1|Chromatic Orb*1,"Dagger|Crossbow, hand"
7658c0,Knight,2018-06-06T03:13:52Z,Cleric 8,Cleric,Knowledge Domain,8,Healer,35,16,14,10,9,14,15,16,Acrobatics|Arcana|History|Religion|Medicine|Persuasion,,N/A,N/A,Human,Guidance*0|Mending*0|Sacred Flame*0|Word of Radiance*0|Command*1|Identify*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Augury*2|Suggestion*2|Prayer of Healing*2|Silence*2|Spiritual Weapon*2|Nondetection*3|Speak with Dead*3|Mass Healing Word*3|Spirit Guardians*3|Bestow Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Stone Shape*4,Mace|Handaxe
3ba1ad,Outlander,2018-06-06T04:02:24Z,Ranger 8,Ranger,Beast Master,8,,68,13,18,14,15,9,11,12,Athletics|Nature|Animal Handling|Survival|Intimidation,Chaotic Good,G,C,Half-Orc,HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Absorb Elements*1|Cure Wounds*1|Beast Bond*1|Pass Without Trace*2|Healing Spirit*2|Spike Growth*2,Dagger|Spear|Longbow
aa3a3c,Entertainer,2018-06-06T03:00:23Z,Bard 8,Bard,College of Lore,8,,51,11,9,11,12,12,12,19,Acrobatics|Arcana|History|Insight|Medicine|Deception|Performance|Persuasion,,N/A,N/A,Tiefling,Vicious Mockery*0|Friends*0|TashaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Hideous Laughter*1|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Suggestion*2|Phantasmal Force*2|Silence*2|Stinking Cloud*3|Fear*3|Dispel Magic*3|Bestow Curse*3|Polymorph*4|Dimension Door*4,Rapier|Dagger
1a9e02,Sage,2018-06-06T03:45:15Z,Druid 8,Druid,Circle of the Moon,8,,75,13,10,14,18,14,14,10,Arcana|History|Nature|Religion|Animal Handling,,N/A,N/A,Half-Elf,Druidcraft*0|Frostbite*0|Shillelagh*0|Entangle*1|Faerie Fire*1|Goodberry*1|Healing Word*1|Animal Messenger*2|Barkskin*2|Beast Sense*2|Feign Death*3|Water Breathing*3|Plant Growth*3|Grasping Vine*4|Conjure Woodland Beings*4,Quarterstaff|Scimitar
8fd11f,Haunted One,2018-06-07T02:05:16Z,Fighter 2|Warlock 6,Fighter|Warlock,The Hexblade,8,Defensive Duelist,58,17,11,18,14,13,14,20,Arcana|Investigation|Perception|Deception|Persuasion,Chaotic Neutral,N,C,Tiefling,Eldritch Blast*0|Mage Hand*0|Prestidigitation*0|Witch Bolt*1|Armor of Agathys*1|Unseen Servant*1|Shield*1|Searing Smite*1|Invisibility*2|Mirror Image*2|Blur*2|Branding Smite*2|Remove Curse*3|Vampiric Touch*3|Elemental Weapon*3,"Crossbow, Light"
19070f,Folk Hero,2018-06-07T04:43:34Z,Ranger 8,Ranger,Beast Master,8,,75,17,13,18,16,16,16,13,Athletics|Stealth|Animal Handling|Insight|Perception|Survival,Chaotic Good,G,C,Elf,HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1|Pass Without Trace*2|Barkskin*2|Lesser Restoration*2,"Shortsword|Longbow|Crossbow, Light"
aeb5d9,Acolyte,2018-05-26T00:20:52Z,Cleric 5,Cleric,Life Domain,5,,38,18,8,15,14,14,15,11,Religion|Insight|Medicine|Perception|Persuasion,,N/A,N/A,Elf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,"Mace|Crossbow, Light"
9c2cb8,Outlander,2018-05-25T23:31:26Z,Sorcerer 5,Sorcerer,Storm Sorcery,5,,28,10,8,10,13,12,15,19,Athletics|Arcana|Insight|Survival,,N/A,N/A,Aasimar,Minor Illusion*0|Frostbite*0|Infestation*0|Shocking Grasp*0|Thunderwave*1|Chaos Bolt*1|Ice Knife*1|Misty Step*2|Mirror Image*2|Shadow Blade*2|Fireball*3|Slow*3,"Crossbow, Light|Dagger"
3c6e8b,Charlatan,2018-05-27T21:43:53Z,Wizard 1,Wizard,,1,,6,11,10,12,10,15,15,13,Sleight of Hand|Stealth|Arcana|Investigation|Deception,Chaotic Neutral,N,C,Kenku,Prestidigitation*0|Fire Bolt*0|Message*0|Color Spray*1|Feather Fall*1|Expeditious Retreat*1|Mage Armor*1|Magic Missile*1|Unseen Servant*1,Dagger
f8a15e,Sailor,2018-05-27T17:06:02Z,Fighter 1,Fighter,,1,Tough,14,11,16,11,15,10,12,10,Athletics|Insight|Perception|Survival,Chaotic Neutral,N,C,Human,,"Longsword|Handaxe|Crossbow, Light"
15435d,Folk Hero,2018-06-07T23:27:40Z,Barbarian 5,Barbarian,Path of the Berserker,5,,70,13,17,12,14,10,14,14,Athletics|Animal Handling|Survival|Intimidation,Chaotic Good,G,C,Human,,Greataxe|Handaxe|Javelin
2121a1,Entertainer,2018-07-24T23:47:18Z,Bard 4,Bard,College of Whispers,4,,35,14,8,16,14,10,12,18,Acrobatics|Perception|Deception|Performance|Persuasion,Neutral Evil,E,N,Goblin,Vicious Mockery*0|Minor Illusion*0|Prestidigitation*0|Sleep*1|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Phantasmal Force*2|Suggestion*2,"Crossbow, Light|Dagger"
d2b9bd,Haunted One,2018-07-29T10:06:47Z,Paladin 12|Warlock 1,Paladin|Warlock,Oath of Redemption|The Hexblade,13,Resilient|War Caster,120,22,15,10,16,8,8,20,Athletics|Medicine|Perception|Survival|Persuasion,,N/A,N/A,Human,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3,Javelin|Longsword
4770e4,Acolyte,2018-08-04T13:48:24Z,Wizard 10|Fighter 1,Wizard|Fighter,School of Necromancy,11,,73,19,10,15,13,20,10,9,Arcana|Investigation|Religion|Insight|Perception,Chaotic Neutral,N,C,,Toll the Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Mage Hand*0|Burning Hands*1|Catapult*1|Chromatic Orb*1|Find Familiar*1|Disguise Self*1|Shield*1|Ray of Sickness*1|False Life*1|Magic Missile*1|Thunderwave*1|Comprehend Languages*1|Sleep*1|Crown of Madness*2|Cloud of Daggers*2|Earthbind*2|Enlarge/Reduce*2|Misty Step*2|Magic Weapon*2|Scorching Ray*2|Magic Mouth*2|Skywrite*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|Flame Arrows*3|Tiny Servant*3|Thunder Step*3|Fear*3|Blight*4|Phantasmal Killer*4|Wall of Fire*4|Dimension Door*4|Arcane Eye*4|Enervation*5|Raise Dead*5|Teleportation Circle*5,Dagger|Quarterstaff|Battleaxe|Rapier
668c23,Barbarian Tribe Member,2018-08-04T13:47:39Z,Fighter 3|Barbarian 8,Fighter|Barbarian,Champion|Path of the Berserker,11,,152,21,19,15,18,8,8,8,Athletics|Animal Handling|Perception|Survival|Intimidation,Chaotic Neutral,N,C,Half-Orc,,Greataxe|Longsword|Handaxe|Greatsword
45c534,Clan Crafter,2018-06-21T02:48:28Z,Barbarian 3,Barbarian,Path of the Berserker,3,,35,14,17,12,16,8,8,13,Athletics|History|Insight|Perception|Intimidation,,N/A,N/A,Goliath,,Greataxe|Handaxe|Javelin
5babf5,Clan Crafter,2018-06-18T04:03:20Z,Fighter 4|Barbarian 9,Fighter|Barbarian,Champion|Path of the Berserker,13,,118,19,20,17,17,8,8,8,Athletics|History|Insight|Perception|Intimidation,,N/A,N/A,Goliath,,Greatsword|Maul|Handaxe
668c23,Barbarian Tribe Member,2018-08-04T16:38:20Z,Fighter 3|Barbarian 8,Fighter|Barbarian,Champion|Path of the Berserker,11,,122,16,19,15,18,8,8,8,Athletics|Animal Handling|Perception|Survival|Intimidation,Chaotic Neutral,N,C,Half-Orc,,Greataxe|Longsword|Handaxe|Greatsword
e20bf8,Acolyte,2018-06-29T23:32:43Z,Cleric 4,Cleric,Arcana Domain,4,,27,18,8,17,13,10,18,10,Arcana|Religion|Insight|Medicine|Perception|Persuasion,,N/A,N/A,Elf,Frostbite*0|Mage Hand*0|Sacred Flame*0|Mending*0|Spare the Dying*0|Guidance*0|Detect Magic*1|Magic Missile*1|Cure Wounds*1|Inflict Wounds*1|Shield of Faith*1|Bless*1|Bane*1|Magic Weapon*2|NystulÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Magic Aura*2|Aid*2|Prayer of Healing*2|Spiritual Weapon*2,"Mace|Crossbow, Light|Rapier|Longbow"
6dc808,Guild Artisan,2018-07-08T22:55:59Z,Commoner 1,commoner,,1,Charger,8,10,14,10,11,8,10,10,Insight|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,Dagger
8e441f,Guild Artisan,2018-07-11T03:59:23Z,Monk 13,Monk,Way of the Drunken Master,13,Alert,69,19,8,20,13,11,18,10,Acrobatics|Stealth|Religion|Insight|Performance|Persuasion,,N/A,N/A,Human,,Shortsword|Dart|Unarmed Strike
deee47,Guild Artisan,2018-07-22T19:37:04Z,Barbarian 5,Barbarian,Path of the Totem Warrior,5,Animal Handler,53,15,17,12,16,8,8,13,Athletics|Insight|Perception|Intimidation|Persuasion,,N/A,N/A,Goliath,,Greataxe|Handaxe|Javelin|Battleaxe|Maul
5aceb0,Acolyte,2018-07-22T19:28:00Z,Paladin 5,Paladin,Oath of Devotion,5,,42,19,17,12,13,8,8,18,Religion|Insight|Medicine|Persuasion,,N/A,N/A,Dragonborn,Protection from Evil and Good*1|Sanctuary*1|Cure Wounds*1|Searing Smite*1|Thunderous Smite*1|Wrathful Smite*1|Lesser Restoration*2|Zone of Truth*2|Branding Smite*2|Magic Weapon*2,Warhammer|Javelin
0319b7,Custom,2018-09-05T22:05:59Z,Fighter 5,Fighter,Arcane Archer,5,Sharpshooter,49,17,19,16,16,10,13,12,Athletics|Stealth|Arcana|Medicine|Perception|Survival|Intimidation,Chaotic Neutral,N,C,Half-Elf,,Longbow|Whip|Dagger|Battleaxe
795b36,City Watch,2018-08-12T11:39:58Z,Monk 5,Monk,Way of the Open Hand,5,,43,15,13,20,16,13,10,13,Athletics|Acrobatics|Stealth|Insight|Perception,,N/A,N/A,Elf,,Sickle|Dart|Unarmed Strike
68d017,Inheritor,2018-08-12T11:20:39Z,Cleric 5,Cleric,Light Domain,5,,23,16,8,16,9,12,16,18,Stealth|History|Religion|Insight|Perception|Survival,,N/A,N/A,Tabaxi,Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3,Mace|Quarterstaff
2eaaeb,Acolyte,2018-08-12T11:02:19Z,Paladin 5,Paladin,Oath of Vengeance,5,,39,18,18,13,13,9,19,12,Athletics|Religion|Insight|Persuasion,,N/A,N/A,Aarakocra,Bane*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Wrathful Smite*1|Hold Person*2|Branding Smite*2,Longsword|Whip
07508c,Noble,2018-08-12T11:46:24Z,Barbarian 5,Barbarian,Path of the Ancestral Guardian,5,,50,13,20,12,14,11,10,17,History|Nature|Animal Handling|Persuasion,,N/A,N/A,Triton,,Trident|Handaxe|Javelin
1e53d2,Knight,2018-08-12T10:42:36Z,Fighter 5,Fighter,Champion,5,,39,18,19,16,13,12,17,15,Athletics|History|Survival|Persuasion,,N/A,N/A,Human,,Greatsword|Handaxe
1fb9b1,Criminal,2018-08-12T10:52:33Z,Rogue 5,Rogue,Mastermind,5,,33,15,13,18,12,15,13,13,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,,N/A,N/A,Elf,,Shortsword|Dagger
1e53d2,Knight,2018-08-12T10:42:22Z,Fighter 5,Fighter,Champion,5,,39,18,19,16,13,12,17,15,Athletics|History|Survival|Persuasion,,N/A,N/A,Human,,Greatsword|Handaxe
7b7c1c,Folk Hero,2018-09-08T19:42:47Z,Cleric 20,Cleric,War Domain,20,,203,24,20,16,20,12,20,15,Religion|Animal Handling|Insight|Survival,,N/A,N/A,Human,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|CrusaderÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mantle*3|Spirit Guardians*3|Freedom of Movement*4|Stoneskin*4|Flame Strike*5|Hold Monster*5,Spear
dc8d30,Entertainer,2018-08-29T01:01:01Z,Barbarian 2|Bard 8,Barbarian|Bard,College of Lore,10,War Caster|Tavern Brawler,89,13,18,10,16,8,8,14,Athletics|Acrobatics|Sleight of Hand|Perception|Survival|Deception|Intimidation|Performance|Persuasion,,N/A,N/A,Goliath,,Greataxe|Handaxe|Javelin
1510ef,Sailor,2018-05-28T18:23:58Z,Barbarian 9,Barbarian,Path of the Berserker,9,Great Weapon Master,130,16,20,15,18,12,12,14,Athletics|Nature|Perception|Survival|Intimidation,Lawful Neutral,N,L,Half-Orc,,Greataxe|Handaxe|Javelin|Greatsword
58e33d,Sailor,2018-05-28T18:11:04Z,Barbarian 9,Barbarian,Path of the Berserker,9,Great Weapon Master,130,16,20,15,18,12,12,14,Athletics|Nature|Perception|Survival|Intimidation,Lawful Neutral,N,L,Half-Orc,,Greataxe|Handaxe|Javelin|Greatsword
81919c,Noble,2018-07-05T20:42:03Z,Fighter 3,Fighter,Cavalier,3,Polearm Master,31,16,19,12,16,14,16,14,Athletics|History|Animal Handling|Insight|Perception|Persuasion,,N/A,N/A,Human,,Glaive|Pike|Handaxe
9482a9,Far Traveler,2018-07-19T21:55:37Z,Sorcerer 3,Sorcerer,Storm Sorcery,3,,14,15,10,14,10,14,10,16,Acrobatics|Stealth|Arcana|Investigation|Insight|Perception|Intimidation|Persuasion,Chaotic Good,G,C,Human,Fire Bolt*0|Light*0|Shocking Grasp*0|Blade Ward*0|Mage Armor*1|Shield*1|Ice Knife*1|Scorching Ray*2,Quarterstaff
